Usuario,Comentario,Calificación
Un usuario de Google,Todo bien pero debería a ver una mejor protección con nuestros dólares me acaban de cobrar comisiones en dólares cuando pague el total en soles no me había percatado hasta que revise mis dólares prácticamente me robaron y el banco como si nada entrego mis dólares sin ninguna notificacion a mi persona,3
Un usuario de Google,de lo mejor 👌,5
Un usuario de Google,bien,5
Un usuario de Google,execelente,5
Un usuario de Google,mala no abre,1
Un usuario de Google,está horrible la app,1
Un usuario de Google,"es versátil, pero ahora muchas veces no me dejar yapear y lo mismo con cualquier servicio, me dice a ocurrido un error en el servicio. bueno mejor uso la app del yape con esa si normal todo",2
Un usuario de Google,necesitamos más seguridad,3
Un usuario de Google,Muy bien,5
Un usuario de Google,"no me sirve, hace un mes no abre a pesar q lo instaló a q se debe, en plataforma no me ayudan, la Merced chanchamayo",1
Un usuario de Google,no funciona el aplicativo,5
Un usuario de Google,buena app,5
Un usuario de Google,No me parece que me obliguen a andar bloqueando mi celular cada vez que quiero usar la app.,1
Un usuario de Google,"No me gusta como se visualizan mis tarjetas en mi app BCP, en una lista y ya no en modo horizontal que se miraba más intuitiva, espero lo arreglen porque lo veo más desordenado.",2
Un usuario de Google,"Llevo varias semanas esperando poder usar el aplicativo y nada, ya lo desinstale y lo volví a instalar y nada no sirve el aplicativo :(",1
Un usuario de Google,me saca de apuros,5
Un usuario de Google,excelente,5
Un usuario de Google,muy buena la aplicación,5
Un usuario de Google,excelente,5
Un usuario de Google,muy buena,5
Un usuario de Google,👍,5
Un usuario de Google,excelente,5
Un usuario de Google,excelente sin problemas hasta ahora,5
Un usuario de Google,genial,5
Un usuario de Google,no agarrra,4
Un usuario de Google,bien,5
Un usuario de Google,excelente servicio y buena señal de cobertura,5
Un usuario de Google,genial,5
Un usuario de Google,"La app se cierra inmediatamente después de escribir la clave y presionar ""ingresar"". Lleva así ya varios días, es imposible acceder a la aplicación, así no puedo realizar ninguna acción. Es necesaria una solución a este error.",1
Un usuario de Google,está nueva plataforma es un fiasco ahora no reconoce mi contraseña de internet la trato de cambiar y es un cuenta arriba y ahora con tantas operaciones que hacer y esto lo que ha Sido es un atraso como extraño la anterior versión que perdida de tiempo se supone que el banco es amigo no enemigo urgente arreglen eso,1
Un usuario de Google,en el MOTO G60 se cierra la aplicación inesperadamente y tengo que estar reiniciando mi equipo para acceder solo una vez más.,1
Un usuario de Google,me parece súper útil,5
Un usuario de Google,Buena,4
Un usuario de Google,excelente.,5
Un usuario de Google,hasta que hora va a seguir estando inutil su app no sirve nada,1
Un usuario de Google,excelente,4
Un usuario de Google,buena,5
Un usuario de Google,eficiente,5
Un usuario de Google,buena app,5
Un usuario de Google,bien,5
Un usuario de Google,"Actualicé la aplicación banca BCP ahora al ingresar mi clave de internet para hacer una transferencia no me deja entrar se paraliza , me bota de la aplicación intento una y otra vez y nada , espero solucionen estos inconvenientes que tengo ahora con esta actualización",1
Un usuario de Google,no pasa nada se cae el sistema cada rato,1
Un usuario de Google,super practica,5
Un usuario de Google,buena,5
Un usuario de Google,exelente,5
Un usuario de Google,bueno,5
Un usuario de Google,funciona bien y regala plata,5
Un usuario de Google,siempre está fallando es muy frustrante esta app,1
Un usuario de Google,Bastante seguridad,5
Un usuario de Google,"me parece bien, la transparencia",5
Un usuario de Google,genial,5
Un usuario de Google,muy facil de usar y sobre todo eficiente,5
Un usuario de Google,"bien, gracias",5
Un usuario de Google,No sirve no se puede ingresar,1
Un usuario de Google,Bien,5
Un usuario de Google,muy buena,3
Un usuario de Google,quiero ganar dinero,5
Un usuario de Google,Si me gusta,5
Un usuario de Google,excelente,5
Un usuario de Google,excelente,5
Un usuario de Google,pésimo servicio no se puede entrar a la aplicación,1
Un usuario de Google,bien,5
Un usuario de Google,"Muy buena App, de forma dinámica y entendible",5
Un usuario de Google,Excelente fácil y rápido,5
Un usuario de Google,"Muy buena...buena,buena..... excelente......SBA .... Febrero.. Final de Marzo 😀😸 octubre mes morado 🟣🟣🟣 HOLA....",5
Un usuario de Google,excelente,5
Un usuario de Google,muy efectivo,5
Un usuario de Google,"La app se cierra sola al ingresar la clave, y al parecer no soy el único, son muchas personas con este problema, dejaré de usar BCP.",1
Un usuario de Google,muy bueno,5
Un usuario de Google,muy bueno,5
Un usuario de Google,Una basura,1
Un usuario de Google,"La peor banca móvil sin duda alguna, acaba de caer el sistema que sucede sres BCP",1
Un usuario de Google,nunca funciona mal app ase quedar mal al pagar no la descargen,1
Un usuario de Google,"Funciona cuando quiere, a cada momento sale error de servicio al igual que el yape",1
Un usuario de Google,no funciona el app de Banca Móvil BCP,1
Un usuario de Google,"La aplicación siempre en caída, no deja a veces realizar tramites de emergencia. Demasiado inconvenientes. Pésima.",1
Un usuario de Google,Fácil de usar.,5
Un usuario de Google,bcp está mal no se puede ni yapear,1
Un usuario de Google,"Tengo un Samsung S22 Ultra y desde hoy la app está fallando, no puedo entrar.",1
Un usuario de Google,bien,5
Un usuario de Google,bien,4
Un usuario de Google,"no sirve esta app te piden bloqueo de pantalla, con razon veo quejas los otros bancos estan mejor que este bcp que esta peor lo unico bueno el yape. me decepciona esto.",1
Un usuario de Google,Muy genial xd,5
Un usuario de Google,excelente gracias,4
Un usuario de Google,"100% práctica y funcional, se puede realizar fácil todo tipo de pagos y transacciones",5
Un usuario de Google,sale error a cada rato para cambiar mi clave de 4 dígitos a pesar que tengo el token digital activado y no me deja,1
Un usuario de Google,"muy buena app, dinámica, fácil de utilizar",5
Un usuario de Google,"no funciona el aplicativo, no me deja ingresar",1
Un usuario de Google,Excelente!!,5
Un usuario de Google,buen servicio gracias,5
Un usuario de Google,"no puedo ingresar a la app, ya actualice y ya reinicie el móvil varias veces y no me deja ingresar.",1
Un usuario de Google,Llevo usando esta aplicación por años pero últimamente al ingresar mi clave no me deja abrir mi cuenta y sale error de problemas con la app,5
Un usuario de Google,"Muy buena, 100% recomendada.",5
Un usuario de Google,no puedo ingresar al app ya que sale error a cada instante más de una semana así y no tengo alguna solución departe del BCP,2
Un usuario de Google,No me deja entrar a la app escribo la clave web correctamente pero aún así no me deja. me bota de la app. tuve que restablecer mi teléfono pensando que era algún problema mío pero nada sigue lo mismo. espero me ayuden a solucionar,1
Un usuario de Google,"No sirve la aplicación en mi celular, me parece un mensaje de BCP ni responde.",1
Un usuario de Google,Tengo problemas con las transferencias que no realizo,1
Un usuario de Google,"estoy teniendo inconvenientes para entrar a mi bana móvil, más de 1 semana.",3
Un usuario de Google,bueno fiel al BCP,5
Un usuario de Google,muy bueno,5
Un usuario de Google,bien ❤️‍🩹,2
Un usuario de Google,rápido y fácil de usar,5
Un usuario de Google,excelente,5
Un usuario de Google,quiero vincular mi Motorola g 60s no puedo,1
Un usuario de Google,solo el problema es con la clave token porque tiene que estar viendo si te activa el depósito y es molesto,5
Un usuario de Google,excelente,5
Un usuario de Google,me pareció buena y rápido,5
Un usuario de Google,muy buena,5
Un usuario de Google,chido,5
Un usuario de Google,Rápido y seguro👍,5
Un usuario de Google,"La aplicación dejo de funcionar, al ingresar la clave se cierra automáticamente por más que lo desinstale y volví a instalar sigue igual, no pueden alterar así porque aquí se hace todos los pagos si persiste no queda de otra que cambiar de banco, 😎👎🏾",1
Un usuario de Google,la última actualización es de lo peor... no permite ver los movimientos de las cuentas,1
Un usuario de Google,buenq,5
Un usuario de Google,la app es muy buena y te ayuda hacer operaciones inmediatas 👍,5
Un usuario de Google,dejen abrir,5
Un usuario de Google,facilidad de operar,4
Un usuario de Google,EXCELENTE APP,5
Un usuario de Google,honestamente no entiendo porque se esfuerzan tanto en malograr poco a poco esta app...,1
Un usuario de Google,buena,5
Un usuario de Google,tengo problemas con la app banca móvil Bcp no me deja entra cuando le hice modo fábrica a mi celular. desde ahora no puedo ver detalle de mi sueldo ni TMB por medio de la la wed,1
Un usuario de Google,"ase como 8 días no puedo entrar a mi app móvil, debo resaltar que mi equipo es Motorola y me dicen que hay fallas técnicas solo con los motorolas, se pasan porque ya muchos días y no solucionan ese problema, un familiar también es Motorola y no tiene ese problema, que raro no???",1
Un usuario de Google,pésima aplicacion,1
Un usuario de Google,"es buena ,pero le falta agregar algunas cosas",4
Un usuario de Google,que horrible que es esta última actualización han vuelto todo más complicado en vez de mejorarlo lo ponen peor,1
Un usuario de Google,"Desde la última actualización no puedo acceder a la aplicación, apenas hago el login se cierra automáticamente la app. Tengo un equipo Motorola G60S con Android 12. Tampoco puedo hacer transacciones por la página web porque no puedo generar mi token digital en el app móvil. Espero puedan solucionar este problema",1
Un usuario de Google,"muy buena, solo que no sabe que hacer",3
Un usuario de Google,Es una aplicación de muchísima ayuda. Nos facilita la vida y ahorra muchísimo tiempo.,5
Un usuario de Google,ágil,5
Un usuario de Google,👍,5
Un usuario de Google,rapida,5
Un usuario de Google,Acceso al banco al alcance de la mano.,5
Un usuario de Google,muy bien,5
Un usuario de Google,good,5
Un usuario de Google,"se cierra sola la aplicación, pide una actualización pero ya lo actualise y se sigue cerrando",3
Un usuario de Google,No me dejaba transferir y tiene desintalar e instalar para poder realizar movimientos,3
Un usuario de Google,muy buena,5
Un usuario de Google,me pide patron para poder acceder eso es incómodo,1
Un usuario de Google,excelente aplicación,5
Un usuario de Google,"estos últimos meses está fallando el APK, entro pongo mi clave y se cierra en automático ni tampoco puedo acceder a la clave del token para entrar por via.bcp espero puedan mejorar esto",1
Un usuario de Google,no mamen este es el bcp del peru?? yo lo descargue pensando q era el de bolivia especifiquen eso 😐,1
Un usuario de Google,exelente,5
Un usuario de Google,no funciona el aplicativo,1
Un usuario de Google,no puedo acceder al aplicativo,1
Un usuario de Google,"por la app me pareció mucho más rápida que por la PC, gracias",5
Un usuario de Google,"Llevo un día usandola y pucha, me sale ocurrió un error, es un fastidio realmente",1
Un usuario de Google,Todo muy bien con la app. muy completa y segura.,5
Un usuario de Google,genial.,5
Un usuario de Google,todo ok,5
Un usuario de Google,muy bien,5
Un usuario de Google,porque no puedo entrar a mi bcp móvil me sale que ocurrió un error y de igual forma mi pareja no puede ingresar a su bcp ni yape,1
Un usuario de Google,Muy buena.,5
Un usuario de Google,"que pasa con BCP, no entra a mi cuenta y sale error",1
Un usuario de Google,Últimamente no puedo ni entrar a la app apenas ingreso mi clave se crashea y no me deja hacer nada directamente se sale,1
Un usuario de Google,Excelente app super amigable y fácil de operar,5
Un usuario de Google,"Lamentable que la app no funcione, trato de ingresar y se cierra automáticamente... Tengo que usar la web...",1
Un usuario de Google,Muy buena y eficiente,5
Un usuario de Google,excelente,5
Un usuario de Google,es rápido y seguro y no quita mucho tiempo,5
Un usuario de Google,muy mala,5
Un usuario de Google,"Desde la última actualización, al ingresar al app se cierra automáticamente, no teniendo acceso al app!",1
Un usuario de Google,Desde mayo de este año 2025 no me permite hacer casi ninguna operación y rechaza todas las solicitudes. Que perdida de tiempo y abuso inaceptable.,1
Un usuario de Google,Excelente,5
Un usuario de Google,"cuando pongo mi clave de 6 dígitos automáticamente se cierra , y es reiterativo , ya lo desinstale y lo volví a instalar y es lo mismo",1
Un usuario de Google,mu amigable,5
Un usuario de Google,Quiero ganar mi monedero del ahorro bcp,5
Un usuario de Google,muy bien,5
Un usuario de Google,"porfavor ya voy más de dos semanas que no puedo ingresar a mi cuenta, cada ves que ingresa sale error , llame y me indica que es por el equipo, me dieron una fecha que que se iba arreglar y nada continúa igual.",1
Un usuario de Google,facilita mucho,5
Un usuario de Google,ok,5
Un usuario de Google,lo maximo,5
Un usuario de Google,¿Tan difícil es agregar una opción para deshabilitar notificaciones irrelevantes como promociones o sorteos?,2
